food,unit,kcal,protein,carb,fat,source
鳳尾藻,100 g,213.0,11.7,43.9,1.3,TFDA
鳳尾蝦仁,100 g,64.0,13.4,0.3,0.8,TFDA
鳳梨平均值(雜交種),100 g,53.0,0.7,13.6,0.1,TFDA
鳳梨果乾,100 g,348.0,2.0,84.6,0.3,TFDA
鳳梨汁(非原汁),100 g,48.0,0.3,11.3,0.2,TFDA
鳳梨酥,100 g,484.0,4.2,62.0,24.4,TFDA
鳳梨釋迦,100 g,102.0,1.5,26.0,0.4,TFDA
鳳眼糕,100 g,379.0,3.8,89.0,0.8,TFDA
鴕腩肉,100 g,144.0,21.2,0.7,5.9,TFDA
鴕腱肉,100 g,107.0,18.7,0.2,3.1,TFDA
鴕鳥沙朗肉排,100 g,97.0,20.9,6.1,0.8,TFDA
鴕鳥菲力肉排,100 g,105.0,22.8,0.8,0.8,TFDA
鴨熟鹹蛋,100 g,183.0,13.7,0.8,13.8,TFDA
鴨熟鹹蛋(薄鹽),100 g,194.0,13.7,3.5,13.8,TFDA
鴨生鹹蛋,100 g,178.0,12.5,0.0,14.7,TFDA
鴨皮蛋,100 g,164.0,12.8,2.7,11.4,TFDA
鴨翅,100 g,170.0,22.8,0.0,8.1,TFDA
鴨胗,100 g,97.0,20.5,0.3,1.1,TFDA
鴨腸,100 g,94.0,13.8,0.0,3.9,TFDA
鴨腿,100 g,282.0,14.4,3.4,24.5,TFDA
鴨舌,100 g,187.0,16.0,0.0,13.2,TFDA
鴨蛋,100 g,187.0,13.1,0.2,14.4,TFDA
鴨蛋白,100 g,47.0,10.8,1.4,0.0,TFDA
鴨蛋黃,100 g,347.0,15.8,2.0,30.8,TFDA
鴨血,100 g,29.0,6.0,0.0,0.3,TFDA
鴨血糕,100 g,193.0,6.7,39.1,1.1,TFDA
鴨賞,100 g,304.0,31.1,5.3,17.6,TFDA
鴨頭,100 g,199.0,16.5,0.0,14.3,TFDA
鴨鹹蛋平均值,100 g,185.0,13.3,1.1,14.1,TFDA
鴨鹹蛋黃,100 g,528.0,23.6,1.3,47.6,TFDA
鴻喜菇,100 g,30.0,2.9,5.3,0.1,TFDA
鴿蛋,100 g,96.0,10.2,2.5,5.7,TFDA
鵝心,100 g,241.0,14.5,0.0,19.9,TFDA
鵝肉,100 g,187.0,15.6,2.4,13.4,TFDA
鵝肝,100 g,123.0,20.5,0.6,3.9,TFDA
鵝胗,100 g,95.0,17.4,2.8,2.3,TFDA
鵝胸肉,100 g,120.0,23.5,0.2,2.2,TFDA
鵝腸,100 g,63.0,9.2,0.7,2.6,TFDA
鵝腿肉,100 g,130.0,21.7,0.0,4.2,TFDA
鵝蛋,100 g,179.0,10.0,3.2,15.0,TFDA
鵪鶉水煮蛋,100 g,163.0,12.3,0.0,12.1,TFDA
鵪鶉滷蛋,100 g,238.0,16.2,11.1,14.3,TFDA
鵪鶉皮蛋,100 g,160.0,13.8,1.8,10.9,TFDA
鵪鶉蛋,100 g,172.0,12.7,1.2,13.0,TFDA
鵪鶉鐵蛋,100 g,439.0,28.8,20.4,26.9,TFDA
鵪鶉鹹蛋,100 g,173.0,13.7,1.9,12.3,TFDA
鵲豆莢,100 g,31.0,2.4,5.1,0.3,TFDA
鶯哥桃,100 g,42.0,1.0,10.5,0.2,TFDA
鷹嘴豆,100 g,364.0,19.4,61.0,5.8,TFDA
鹹小卷,100 g,100.0,20.1,1.9,1.3,TFDA
鹹豆漿,100 g,37.0,3.5,1.7,1.8,TFDA
鹹麻糬,100 g,248.0,8.7,43.2,4.5,TFDA
鹼粽,100 g,131.0,2.1,26.8,1.7,TFDA
鹽漬小鱗脂眼鯡(鹹馧仔),100 g,224.0,17.4,0.3,17.0,TFDA
鹽酥夏威夷豆,100 g,773.0,9.4,12.0,76.3,TFDA
鹽酥帶殼花生(熟),100 g,568.0,28.2,28.1,38.1,TFDA
鹽酥花生仁,100 g,557.0,28.8,29.6,35.9,TFDA
鹽酥葵瓜子(帶殼),100 g,619.0,25.9,17.8,49.3,TFDA
鹽酥蠶豆,100 g,481.0,26.9,46.3,20.9,TFDA
麒麟菜,100 g,41.0,1.0,9.9,0.0,TFDA
麥奇鈎吻鮭(去皮),100 g,160.0,20.9,0.0,7.8,TFDA
麥奇鈎吻鮭(含皮),100 g,147.0,20.1,0.4,6.8,TFDA
麥片沖泡包(三合一),100 g,409.0,11.0,74.3,7.5,TFDA
麥芽糖,100 g,325.0,,84.1,,TFDA
麥茶,100 g,18.0,,4.4,,TFDA
麵包果,100 g,61.0,1.0,11.2,1.8,TFDA
麵包粉,100 g,370.0,14.4,74.6,1.5,TFDA
麵筋(未調味),100 g,643.0,42.5,0.0,53.0,TFDA
麵線,100 g,350.0,11.7,72.4,1.5,TFDA
麵腸(未調味),100 g,138.0,20.6,9.7,1.9,TFDA
麵茶粉,100 g,423.0,7.2,82.9,7.0,TFDA
麻婆醬,100 g,190.0,2.9,23.1,9.5,TFDA
麻油辣腐乳,100 g,107.0,9.0,4.8,5.8,TFDA
麻竹筍,100 g,22.0,1.4,4.4,0.1,TFDA
麻竹筍干,100 g,400.0,,100.0,,TFDA
麻醬,100 g,643.0,20.8,21.3,52.8,TFDA
黃仁黑豆,100 g,253.0,20.6,40.3,2.1,TFDA
黃姑魚,100 g,89.0,19.4,0.0,0.7,TFDA
黃布丁,100 g,110.0,2.3,17.3,3.5,TFDA
黃擬烏尾鮗,100 g,80.0,18.7,0.3,0.1,TFDA
黃櫛瓜,100 g,15.0,1.5,2.7,0.1,TFDA
黃洋蔥,100 g,42.0,1.0,9.5,0.2,TFDA
黃番茄,100 g,23.0,0.9,5.3,0.0,TFDA
黃皮葡萄柚,100 g,37.0,0.7,9.2,0.2,TFDA
黃皮葡萄柚(進口),100 g,38.0,0.7,9.7,0.1,TFDA
黃秋葵,100 g,36.0,2.1,7.5,0.1,TFDA
黃耆水,100 g,14.0,0.9,2.9,0.0,TFDA
黃耆片,100 g,321.0,14.9,68.7,1.6,TFDA
黃肉李,100 g,35.0,0.4,8.9,0.2,TFDA
黃肉甘藷,100 g,121.0,1.3,27.8,0.2,TFDA
黃胡蘿蔔,100 g,42.0,1.1,9.4,0.3,TFDA
黃芥茉醬,100 g,74.0,4.1,6.2,3.7,TFDA
黃豆,100 g,389.0,35.6,33.0,15.7,TFDA
黃豆粉,100 g,401.0,37.4,32.2,16.7,TFDA
黃豆粉(有機),100 g,434.0,42.0,25.9,21.9,TFDA
黃豆胚芽,100 g,169.0,16.6,16.4,5.4,TFDA
黃豆芽,100 g,47.0,5.3,5.0,1.6,TFDA
"黃豆芽(有機,2023年取樣)",100 g,41.0,5.1,5.0,1.0,TFDA
黃金小蕃茄,100 g,31.0,0.8,6.8,0.2,TFDA
黃金果,100 g,44.0,0.9,11.0,0.2,TFDA
黃金泡菜,100 g,111.0,2.4,12.5,5.7,TFDA
黃金聖女小番茄,100 g,31.0,1.0,7.0,0.1,TFDA
黃金菾菜,100 g,18.0,2.4,2.6,0.2,TFDA
黃香瓜,100 g,30.0,0.6,7.5,0.2,TFDA
黃鰭棘鯛,100 g,136.0,19.2,0.6,6.0,TFDA
黃鱔,100 g,88.0,17.6,1.0,1.4,TFDA
黑䱛,100 g,149.0,17.9,1.2,8.0,TFDA
黑巧克力(85%),100 g,613.0,10.9,38.7,46.1,TFDA
黑斑海緋鯉,100 g,97.0,18.8,0.0,1.8,TFDA
黑李,100 g,57.0,0.7,14.7,0.2,TFDA
黑柿番茄,100 g,23.0,0.4,5.6,0.1,TFDA
黑棗(乾),100 g,230.0,2.7,60.9,0.2,TFDA
黑棗茶,100 g,46.0,0.0,11.6,,TFDA
黑棘鯛(去皮),100 g,136.0,20.3,0.6,5.5,TFDA
黑棘鯛(含皮),100 g,165.0,19.5,0.0,9.0,TFDA
黑森林蛋糕,100 g,277.0,4.2,25.0,17.8,TFDA
黑烏參,100 g,29.0,6.5,0.0,0.1,TFDA
黑砂糖,100 g,369.0,0.5,95.3,0.7,TFDA
黑秈糙米,100 g,363.0,7.5,74.0,3.5,TFDA
黑秈糯糙米,100 g,357.0,10.1,70.1,3.5,TFDA
黑糖蜜,100 g,280.0,0.2,72.4,0.0,TFDA
黑糖饅頭,100 g,235.0,6.8,50.0,0.9,TFDA
黑糯米漿,100 g,50.0,0.4,11.6,0.2,TFDA
黑美人葡萄(含皮),100 g,66.0,0.5,17.4,0.1,TFDA
黑美人西瓜,100 g,36.0,0.9,9.1,0.1,TFDA
黑胡椒粉,100 g,372.0,11.6,67.7,6.7,TFDA
黑胡椒醬,100 g,117.0,2.5,25.5,0.5,TFDA
黑芝麻(熟),100 g,599.0,17.3,20.6,54.4,TFDA
黑芝麻(熟)(2022年取樣),100 g,591.0,20.7,21.1,51.8,TFDA
黑芝麻(生),100 g,551.0,22.2,17.6,48.1,TFDA
黑芝麻油,100 g,881.0,0.1,0.2,99.7,TFDA
黑芝麻粉,100 g,601.0,15.7,20.8,55.2,TFDA
黑芝麻糖,100 g,536.0,8.5,57.0,30.4,TFDA
黑芝麻麵包醬,100 g,667.0,10.6,27.0,57.4,TFDA
黑葉仔荔枝,100 g,62.0,0.9,15.8,0.2,TFDA
黑葉白菜(短梗),100 g,15.0,1.3,2.9,0.0,TFDA
黑豆干,100 g,197.0,19.0,2.1,12.5,TFDA
黑豆油膏,100 g,146.0,7.8,28.6,0.1,TFDA
黑豆漿,100 g,39.0,1.1,7.4,0.6,TFDA
黑豆粉,100 g,431.0,36.0,39.0,17.6,TFDA
黑豆胚芽,100 g,185.0,16.1,15.9,7.7,TFDA
黑豆芽,100 g,52.0,6.6,6.4,1.1,TFDA
黑豆茶,100 g,13.0,,3.2,,TFDA
黑豆醬油,100 g,114.0,7.5,20.6,0.2,TFDA
黑金剛花生(生),100 g,553.0,27.6,16.6,46.6,TFDA
黑香芒果,100 g,66.0,0.8,16.9,0.3,TFDA
黑麥汁,100 g,52.0,0.3,12.6,0.0,TFDA
黑麥片,100 g,359.0,7.8,77.3,1.2,TFDA
黑齒牡蠣,100 g,55.0,9.7,3.1,1.5,TFDA
龍延草,100 g,79.0,3.9,12.7,2.3,TFDA
龍眼,100 g,72.0,1.1,18.0,0.4,TFDA
龍眼乾,100 g,276.0,5.1,70.9,0.5,TFDA
龍葵,100 g,26.0,3.8,3.4,0.3,TFDA
龍虎石斑魚,100 g,122.0,20.6,1.2,3.8,TFDA
龍蝦卵(調味),100 g,64.0,6.7,5.2,1.8,TFDA
龍骨瓣莕菜,100 g,17.0,1.1,3.1,0.3,TFDA
龜苓茶,100 g,33.0,0.0,8.3,0.0,TFDA
白飯,100 g,183.0,3.1,41.0,0.3,TFDA
